,siteID,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft,notes,siteName,latitude,longitude,mat,map,xmin,ymin,xmax,ymax
1481,OSBS,OSBS_D5_D.CSV,7.161751303,5.520900763,9.79630102,30.48034524,9.000501004,40,15.025,7.734525,10.837,2.653812226,3.237739426,0.703426009,8,6.875,5.421644655,9.5,6.787051852,1.492626247,1.916329335,0.478873078,13,0.325,0.8296875,2.432892129,0.7800157,1.350728558,6.018398594,10.28087674,1.969496886,10.405,54.30950049,45.69049951,15.432,255.375,2.975,0.895459563,8.384615385,77.3965702,80,16.88819267,120,6,-0.754055045,3.766998423,7.876,8.912,10.4,11.792,12.52,OSBS-EAGERNEON,OSBS_D5,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1485,OSBS,OSBS_D1_D.CSV,8.005803102,4.933952205,9.440263605,24.34388436,9.371668505,40,16.415,9.584975,12.026,3.762468581,3.03408448,3.858396873,8,7.45,4.798236856,9,6.781164055,2.0290663,1.763786651,1.840760393,8,0.2,0.785294118,18.223168,2.469664199,3.481942955,5.646033972,9.114363636,3.368271597,10.032,37.15586835,62.84413165,16.415,241.675,3,0.933545952,11.84222222,74.55401845,77,18.85290695,124,1,-0.554907233,2.993964321,3.8412,6.798,10.03,11.747,12.923,OSBS-EAGERNEON,OSBS_D1,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1482,OSBS,OSBS_D8_A.CSV,3.892367082,4.365486798,0,19.05747499,5.807887707,40,11.54,4.270225,0,1.706216252,2.732490835,0,8,3.925,4.445611492,0,6.752113763,1.193467341,1.890959466,0,21,0.525,0.890384615,15.66701323,1.262983515,3.75125124,4.735549596,6.990585366,2.707539689,8.214,69.55343703,30.44656297,11.54,249.25,3.7,0.979768338,9.935779817,61.34970336,63,16.59527702,103,1,-0.365621351,2.870295349,2.7826,4.9675,8.214,8.614,10.0334,OSBS-EAGERNEON,OSBS_D8,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1435,OSBS,OSBS_32_E.CSV,4.200269631,4.561356626,3.528518847,20.80597427,6.15857856,40,15.065,4.677125,4.0735,2.313955361,2.909559462,0.737778558,8,4.025,4.451951459,3,6.686187148,1.547014482,2.075789283,0.528268477,17,0.425,0.8765625,1.690019329,0.639151287,1.13203576,4.879638286,6.673503421,3.978759824,5.381,56.92510924,43.07489076,15.065,246.15,3.25,0.959432375,10.31570248,63.32460486,65,15.10244507,103,1,-0.369557389,2.834228279,2.485,3.46075,5.3755,8.916,13.354,OSBS-EAGERNEON,OSBS_32,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1428,OSBS,OSBS_29_W.CSV,5.690848173,3.22466828,7.204886705,10.39848552,6.521064047,40,12.879,6.496,6.965,3.84622566,3.302986798,3.199247505,8,5.425,3.225598732,7,6.581637331,1.996668425,1.888437115,1.764786933,8,0.2,0.775,4.948056564,1.187988153,1.880622427,3.860352488,6.223244591,2.252201797,6.812,34.62973875,65.37026125,12.879,254.675,2.7,0.913745035,9.176878613,67.82782452,70,13.74949592,110,10,-0.785545859,4.381359241,2.843,4.633,6.811,7.82,8.916,OSBS-EAGERNEON,OSBS_29,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1474,OSBS,OSBS_42_E.CSV,10.66558642,4.987188377,12.1670191,24.8720479,11.7475521,40,17.82,12.204925,14.5925,4.654059752,3.236448875,4.949797353,8,10.375,5.147503752,12,6.53561819,2.288583565,1.802658983,2.238096816,6,0.15,0.721052632,18.60375175,2.399353655,3.584250798,5.597912928,11.08632094,2.687127808,11.477,26.67255248,73.32744752,17.82,254.975,2.55,0.826540495,10.82466281,82.52735786,84,16.2559849,127,10,-1.035781392,4.776975173,7.028,9.22975,11.4735,13.072,14.2153,OSBS-EAGERNEON,OSBS_42,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1445,OSBS,osbs_35_west.CSV,4.825145932,6.148891493,0,37.80886659,7.755364478,40,17.37,5.307025,0,0.608334454,1.436223384,0,8,4.7,6.047673848,0,6.530412207,0.382265096,1.081537914,0,23,0.575,0.9125,1.502904967,0.501932005,1.118467357,6.608514634,9.48096573,3.366165179,9.592,78.61352474,21.38647526,17.37,661.875,4.8,0.965029974,10.52785146,57.91007067,60,13.03850799,92,7,-0.711821246,4.017493511,5.4,6.78,9.5825,12.094,13.2995,OSBS-EAGERNEON,OSBS_35,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1447,OSBS,OSBS_35W.CSV,4.825145932,6.148891493,0,37.80886659,7.755364478,40,17.37,5.307025,0,0.608334454,1.436223384,0,8,4.7,6.047673848,0,6.530412207,0.382265096,1.081537914,0,23,0.575,0.9125,1.502904967,0.501932005,1.118467357,6.608514634,9.48096573,3.366165179,9.592,78.61352474,21.38647526,17.37,661.875,4.8,0.965029974,10.52785146,57.91007067,60,13.03850799,92,7,-0.711821246,4.017493511,5.4,6.78,9.5825,12.094,13.2995,OSBS-EAGERNEON,OSBS_35,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1448,OSBS,OSBS_36_E.CSV,6.809402955,5.090315325,8.5,25.91131011,8.46353921,40,14.526,7.44745,9.506,2.118518315,2.663282003,0.439511966,8,6.4,4.829397159,8,6.518045037,1.386479418,1.784212729,0.431163924,13,0.325,0.8765625,0.882980567,0.475483601,0.810491155,5.546662715,9.691636014,2.150003893,9.7805,59.48105864,40.51894136,14.526,241,3.725,0.935661215,8.656033287,68.03483607,72,16.84406686,109,1,-0.765122064,3.427479016,6.848,8.21,9.777,11.227,12.342,OSBS-EAGERNEON,OSBS_36,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1480,OSBS,OSBS_D5_C.CSV,7.498273999,5.836503746,9.22562809,34.06477598,9.457127975,40,18.719,8.45095,9.933,3.494385839,3.375554362,2.358960134,8,7.25,5.886751749,9,6.516895837,1.939769489,1.927432377,1.644383525,13,0.325,0.85625,23.22550355,2.333673935,4.216570825,6.695458882,10.02138372,3.615569627,9.422,45.53047629,54.46952371,18.719,251.55,3.675,0.947687837,12.58325404,74.44359255,75,16.30642796,120,1,-0.539923729,3.79494602,6.119,6.9215,9.422,11.7365,16.653,OSBS-EAGERNEON,OSBS_D5,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1479,OSBS,OSBS_44_C.CSV,7.068726004,6.348194588,7.54587156,40.29957453,9.447696677,40,17.02,7.34165,7.772,2.133719008,2.908001336,0.49462819,8,6.775,6.346763762,7,6.437457575,1.542012594,2.147579138,0.380078971,15,0.375,0.904166667,15.78404097,1.027685339,3.837695118,6.443492283,9.87289748,3.984033414,9.1645,61.72465961,38.27534039,17.02,264.525,3,0.976933349,12.696,70.94046443,74,17.02167002,112,1,-0.793367706,3.483511542,5.0534,7.026,9.146,14.231,15.6132,OSBS-EAGERNEON,OSBS_44,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1492,OSBS,OSBS_D5_B.CSV,3.201352014,5.175627263,0,26.78711757,6.030430693,40,14.368,3.20545,0,0.995133127,2.407536613,0,8,3.125,5.104987506,0,6.417869951,0.667704805,1.562140758,0,28,0.7,0.936666667,0.458016975,0.178575935,0.652784505,5.252898916,9.953720176,2.709782421,10.444,82.33294483,17.66705517,14.368,257.525,2.65,0.967591787,7.76344086,71.83947224,74,19.73388867,120,1,-0.331089775,2.541483931,7.0581,8.9,10.4275,11.72825,12.4662,OSBS-EAGERNEON,OSBS_D5,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1410,OSBS,OSBS_41C.CSV,5.423945108,6.95579907,0,48.38314071,8.751727985,40,16.275,5.4838,0,0.690312262,1.593869703,0,8,5.35,6.833364603,0,6.41104607,0.50404782,1.216734001,0,24,0.6,0.941176471,0.553282329,0.252390091,0.699701058,6.950700338,12.64163219,2.770499182,12.794,82.47779618,17.52220382,17.176,830.5,3.825,0.961731511,7.843137255,56.61570177,59,15.16751437,94,0,-0.651477521,3.193288201,8.125,11.59625,12.794,15.181,15.7755,OSBS-EAGERNEON,OSBS_41,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1426,OSBS,osbs_41_center.CSV,5.423945108,6.95579907,0,48.38314071,8.751727985,40,16.275,5.4838,0,0.690312262,1.593869703,0,8,5.35,6.833364603,0,6.41104607,0.50404782,1.216734001,0,24,0.6,0.941176471,0.553282329,0.252390091,0.699701058,6.950700338,12.64362388,2.76656645,12.7945,82.40522402,17.59477598,17.176,827.075,3.825,0.961731511,7.843137255,56.62542955,59,15.1506466,94,7,-0.646726387,3.176226973,8.1262,11.597,12.794,15.181,15.7756,OSBS-EAGERNEON,OSBS_41,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1489,OSBS,OSBS_D4_C.CSV,7.758482695,6.705341379,9.427168395,44.96160301,10.19958904,40,17.611,8.40055,10.0935,2.121432709,2.733746692,0.559723186,8,7.5,6.706292491,8,6.34007402,1.157792036,1.543250967,0.466821371,15,0.375,0.886842105,9.323713197,1.272344985,2.775761416,7.25661762,12.53996411,3.138359906,13.531,62.32217992,37.67782008,17.611,249.675,3.15,0.949272496,10.90855457,64.17176283,66,18.34768408,112,9,-0.383265308,2.857672147,7.131,10.422,13.5305,14.814,15.516,OSBS-EAGERNEON,OSBS_D4,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1423,OSBS,OSBS_40_C.CSV,10.75781334,4.946171427,10.45233881,24.46461178,11.81454799,40,20.902,13.1582,12.9965,5.381849275,2.702454484,6.249990142,8,10.325,5.520997216,10,6.302167574,2.789699751,1.631997103,2.6259055,1,0.025,0.760227273,45.48709352,4.629838297,4.904252325,4.872513342,9.711742851,4.377984344,9.058,17.21023105,82.78976895,20.902,263.05,3.025,0.954630432,17.34359174,70.27851154,72,17.94224471,120,7,-0.402437337,2.979723162,4.033,6.611,9.058,12.422,16.7505,OSBS-EAGERNEON,OSBS_40,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1411,OSBS,OSBS_38_C.CSV,7.24269132,4.16859952,9.003648375,17.37722196,8.330628366,40,12.651,7.9224,9.8245,3.476818878,3.27897391,2.108939443,8,6.875,4.077376608,9,6.286420994,1.960955523,1.935386637,1.198343977,9,0.225,0.764285714,1.245536218,0.773108594,0.804884662,4.531674993,8.247462,1.791596774,8.512,42.36131712,57.63868288,12.651,252.95,3.5,0.808901465,6.822239624,72.6220621,75,15.33886511,107,1,-1.003729106,4.258282279,5.575,6.957,8.512,9.56375,10.319,OSBS-EAGERNEON,OSBS_38,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1475,OSBS,OSBS_42_W.CSV,7.0529808,5.711967088,7.125,32.62656801,9.030805168,40,19.479,8.1672,8.4515,1.900592811,2.769277894,0.741227053,8,6.75,5.642103627,6.5,6.223536316,1.014423336,1.562531985,0.293106178,13,0.325,0.8625,7.084947012,1.287435992,2.329690018,6.670683897,10.39891753,3.138895911,10.881,60.2739726,39.7260274,19.479,261.1,2.95,0.950664384,12.63048017,73.60308657,77,18.64784395,113,1,-0.818110111,3.390510637,5.8221,8.916,10.8785,12.20025,14.8369,OSBS-EAGERNEON,OSBS_42,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1457,OSBS,OSBS_D8_C.CSV,8.485488437,6.873157134,10.8689693,47.24028899,10.86567052,40,17.853,8.963825,11.445,2.970024636,3.385956053,0.85332408,8,8.3,6.775521552,10.5,6.197738562,1.616030215,1.843419816,0.808512188,15,0.375,0.860526316,5.233109187,0.91177633,2.098040303,7.312265891,12.73570159,2.304187458,12.913,54.07217511,45.92782489,17.853,253.675,2.95,0.915384456,9.570698467,73.17260627,76,20.01135186,121,11,-0.512282141,2.683331009,9.719,11.127,12.911,14.8165,15.516,OSBS-EAGERNEON,OSBS_D8,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1458,OSBS,OSBS_D8_D.CSV,8.085405122,5.470013967,11.15957109,29.9210528,9.710687944,30,14.775,8.7272,11.688,3.04887789,3.244897765,2.067702932,8,7.833333333,5.382496109,10.5,6.187497554,1.654380515,1.767001236,1.379387482,9,0.3,0.839583333,1.865146516,0.800384327,1.106585489,5.930040323,9.893594648,1.85635943,9.931,42.15064935,57.84935065,15.249,320.9666667,3.266666667,0.828501196,6.247629083,78.47018678,81,15.92468719,119,1,-0.980880886,4.724311774,7.165,8.8105,9.9305,11.23225,11.858,OSBS-EAGERNEON,OSBS_D8,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1469,OSBS,OSBS_D1_A.CSV,8.002330664,5.367840726,10.53765875,28.81371406,9.598472132,40,15.431,8.579875,10.7475,3.289390965,3.521543206,1.554564507,8,7.8,5.340700041,10,6.085856653,1.667757054,1.804678361,0.966441459,10,0.25,0.821875,2.505994589,0.967511061,1.252963261,5.870084821,10.20342023,2.58369379,10.669,46.9622905,53.0377095,15.431,214.925,3,0.919979054,9.584070796,79.8455124,84,19.78230535,121,1,-0.814062477,3.237756827,7.6114,8.8985,10.6645,12.032,12.745,OSBS-EAGERNEON,OSBS_D1,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1407,OSBS,OSBS_37E.CSV,5.023183114,6.810701075,0,46.38564913,8.393948803,40,19.159,5.32075,0,1.081030592,2.226757152,0,8,4.925,6.77244606,0,5.93743815,0.602722528,1.23576191,0,25,0.625,0.9425,1.855046105,0.483260697,1.273383368,7.261205857,12.38639217,2.426431458,12.593,82.10861333,17.89138667,19.159,620.675,2.55,0.941277421,7.053333333,58.92030617,62,12.44172897,94,0,-1.250184424,5.208210903,8.118,11.996,12.593,13.9945,15.2908,OSBS-EAGERNEON,OSBS_37,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1451,OSBS,osbs_37_east.CSV,5.023183114,6.810701075,0,46.38564913,8.393948803,40,19.159,5.32075,0,1.081030592,2.226757152,0,8,4.925,6.77244606,0,5.93743815,0.602722528,1.23576191,0,25,0.625,0.9425,1.855046105,0.483260697,1.273383368,7.261205857,12.38894483,2.420732241,12.593,80.40245355,19.59754645,19.159,566.65,2.55,0.941277421,7.053333333,58.93357352,62,12.41166449,94,5,-1.238684734,5.150924666,8.118,11.996,12.593,13.99475,15.292,OSBS-EAGERNEON,OSBS_37,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1473,OSBS,OSBS_42_C.CSV,7.095763435,5.544586654,9.5,30.74244117,8.96235119,40,16.846,7.867725,9.4225,2.129285616,2.865325006,0.940477923,8,6.95,5.551391602,9,5.915257219,1.105488501,1.534605943,0.507296578,14,0.35,0.847222222,4.34134981,1.125768841,1.753281017,6.165743954,10.24930234,2.417515276,10.1835,60.13719512,39.86280488,16.846,262.525,3.1,0.912306802,9.497645212,74.54517208,77,19.13517139,122,1,-0.589844171,3.122589696,7.456,8.31,10.179,12.383,13.281,OSBS-EAGERNEON,OSBS_42,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1493,OSBS,OSBS_39_E.CSV,1.956142451,3.214630346,0,10.33384826,3.728537963,40,10.94,2.10335,0,1.245617326,2.571719609,0,8,1.7,2.910634788,0,5.908109512,0.719014389,1.451392146,0,27,0.675,0.91875,0.256426937,0.193604148,0.467914918,3.515457264,5.891704604,2.543946757,5.918,78.08500701,21.91499299,10.94,267.75,2.15,0.982548025,8.691428571,67.71994885,69,17.54262559,109,6,-0.564019074,3.126689864,2.79,3.204,5.918,7.9325,9.817,OSBS-EAGERNEON,OSBS_39,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1486,OSBS,OSBS_D4_A.CSV,4.617053395,5.262043066,3.658705701,27.68909723,6.950831019,40,15.779,5.32275,3.9375,2.061032637,3.079293993,0.188042441,8,4.35,5.255278177,2.5,5.858168353,1.276196685,1.937397476,0.143491379,19,0.475,0.882352941,6.439862253,1.26432376,2.20030627,5.687646301,7.452731588,3.941742959,6.865,63.80331754,36.19668246,15.779,253.325,2.8,0.952674905,10.09463722,69.38870704,72,17.28841368,115,10,-0.512033241,3.127342461,3.105,4.343,6.859,9.226,15.222,OSBS-EAGERNEON,OSBS_D4,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1453,OSBS,OSBS_25_C.CSV,4.557240309,5.750362689,0,33.06667106,7.280689769,40,17.424,4.985475,0,1.709660772,2.845340527,0,8,4.4,5.692099788,0,5.76471744,0.987241189,1.622258552,0,23,0.575,0.916666667,3.224938798,0.647546568,1.674999176,6.296707951,9.445331144,2.688662353,8.6015,69.93494424,30.06505576,17.424,215.325,2.875,0.955028891,9.230769231,76.22449768,78,17.49818663,127,9,-0.632898202,3.547640114,6.247,7.271,8.587,11.835,12.7858,OSBS-EAGERNEON,OSBS_25,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1419,OSBS,OSBS_27_W.CSV,4.205115844,5.614906905,0,31.52717955,6.958591763,40,14.827,4.4666,0,1.506925836,2.617687702,0,8,3.975,5.356460274,0,5.759659886,0.931755227,1.606352712,0,24,0.6,0.928125,0.456652109,0.243995875,0.630173089,5.861304772,10.76431219,3.569992098,12.884,71.02180745,28.97819255,14.827,262.65,2.125,0.982325821,11.02083333,69.44692737,72,15.32673062,104,9,-0.803925315,3.739020202,5.048,6.52,12.883,13.6565,14.23,OSBS-EAGERNEON,OSBS_27,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1467,OSBS,OSBS_44_E.CSV,6.662869366,3.751997441,7.190750856,14.0774848,7.623606487,40,13.628,7.6228,9.325,3.802494284,3.379763645,2.552330441,8,6.525,3.90914444,7,5.668098445,1.996187273,1.778394068,1.803562055,6,0.15,0.775,4.492200682,1.409747828,1.582659705,4.21747361,6.350989294,2.512493725,5.798,38.34383438,61.65616562,13.628,250.1,3.05,0.916305167,9.835402051,72.2269262,75,16.54282552,114,9,-0.73503207,3.577796484,3.63,4.347,5.7975,8.42475,9.54,OSBS-EAGERNEON,OSBS_44,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1487,OSBS,OSBS_D4_B.CSV,6.421703133,4.770632311,7.216683596,22.75893265,7.964184231,40,14.283,7.5528,9.5825,3.560661101,3.394410584,2.96540903,8,6.1,4.882202109,6,5.630893745,1.871675971,1.851284433,1.471945785,12,0.3,0.768333333,11.62813499,1.957864605,2.791935024,5.265352464,7.926567169,2.830613238,8.666,43.65055836,56.34944164,14.283,253.1,2.725,0.927331393,10.39322216,69.40108734,70,14.46245321,111,1,-0.578097553,3.758840666,3.78,5.624,8.665,9.744,11.485,OSBS-EAGERNEON,OSBS_D4,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1427,OSBS,OSBS_29_E.CSV,4.839434587,2.652168052,5.543378995,7.033995375,5.502569637,40,9.564,5.46645,6.6195,3.77721337,3.128156875,3.929709053,8,4.475,2.601651349,5,5.557979081,2.01274529,1.672960689,2.366029501,7,0.175,0.729545455,1.78583802,0.752998747,1.104006751,2.899507429,4.755648715,1.896359937,4.691,36.00196947,63.99803053,9.564,254,3.4,0.882924712,6.924694377,63.90444684,65,13.28454637,107,1,-0.424422358,3.370813902,2.485,2.996,4.6855,6.471,7.308,OSBS-EAGERNEON,OSBS_29,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1455,OSBS,OSBS_25_W.CSV,2.998951575,4.031880334,0,16.25605903,4.984312199,40,10.63,3.13615,0,0.618781231,1.762819352,0,8,2.875,3.884139346,0,5.498558591,0.372989525,1.022728189,0,25,0.625,0.910416667,0.460450998,0.256447769,0.628240034,4.244792403,7.306267423,1.583376515,7.263,86.81342167,13.18657833,10.63,234.075,2.525,0.949611523,6.102310231,66.8273906,69,18.18429209,111,12,-0.584068348,2.995368264,6.0292,6.672,7.257,8.418,8.9762,OSBS-EAGERNEON,OSBS_25,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1490,OSBS,OSBS_D4_D.CSV,3.278087143,3.972960502,0,15.78441515,5.112304772,40,12.238,3.695425,0,1.718895181,2.952625495,0,8,3.175,4.012081115,0,5.491013409,0.902309925,1.454513011,0,23,0.575,0.859615385,4.96243439,0.799402975,2.079276142,4.536385124,6.3796819,1.847793626,6.513,72.00846092,27.99153908,12.238,248.325,2.3,0.951799765,8.339593114,68.99208348,70,14.21598571,115,1,-0.815330107,4.561301666,4.1285,5.13775,6.512,7.418,9.122,OSBS-EAGERNEON,OSBS_D4,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1415,OSBS,OSBS_26_E.CSV,5.249851716,5.25546468,7.174056604,27.619909,7.381758213,40,14.095,5.73395,7.019,2.349652565,3.274945636,0.274553017,8,5.225,5.313203196,7,5.447985206,1.297227613,1.7682974,0.214582578,19,0.475,0.861666667,8.173302228,1.286292493,2.55318504,5.790965213,8.506139698,2.70988902,8.2875,64,36,14.095,257.625,3,0.952326193,9.608089261,73.15776699,76,15.73558067,115,9,-1.010658461,4.554074761,4.664,6.718,8.223,10.246,12.476,OSBS-EAGERNEON,OSBS_26,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1483,OSBS,OSBS_D8_B.CSV,10.58942623,4.412191283,12.15166063,19.46743191,11.45061981,40,16.314,12.02765,13.624,4.981116522,3.049834753,5.991538097,8,10.2,4.745848388,12,5.318862011,2.529667535,1.602855575,2.967355566,5,0.125,0.733823529,112.9204663,4.555244974,9.600531731,4.988412859,10.68949534,3.196924616,11.589,22.15265355,77.84734645,16.314,251.675,3.1,0.809063872,9.449379867,74.09179114,77,17.77809464,115,1,-0.78986418,3.484361116,6.542,9.60225,11.586,12.378,14.022,OSBS-EAGERNEON,OSBS_D8,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1477,OSBS,OSBS_43_E.CSV,4.0404545,4.481107073,0,20.0803206,5.991960043,40,12.647,4.47415,0,2.319049955,3.235724126,0,8,3.875,4.409706659,0,5.244240452,1.26358001,1.771083188,0,21,0.525,0.853571429,2.617393783,0.711035024,1.453211264,4.911144582,7.316335097,2.333159563,7.604,63.39432665,36.60567335,12.647,258.35,3.15,0.953618469,9.313019391,79.69584766,82,15.78649065,122,12,-0.938218949,4.525390001,3.609,5.866,7.599,8.99,10.4145,OSBS-EAGERNEON,OSBS_43,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1494,OSBS,OSBS_38_W.CSV,5.091067058,4.882893459,6.426513129,23.84264854,7.011814752,40,15.609,5.76975,7.0365,2.258979575,2.827111219,0.667772409,8,4.825,4.738751864,6,5.069741603,1.215495181,1.56711243,0.455541511,17,0.425,0.860294118,0.92200479,0.561193592,0.779144751,5.488187463,8.261795999,2.784322302,7.339,53.56267864,46.43732136,15.609,245.025,2.875,0.922060978,9.034034034,73.40712244,75,13.44639844,107,15,-1.014065387,4.834597093,5.5575,6.42925,7.336,9.84075,13.3381,OSBS-EAGERNEON,OSBS_38,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1471,OSBS,OSBS_41E.CSV,8.18375662,8.028952342,10.48076923,64.46407572,11.39413649,40,21.748,8.55145,10.15,1.69787242,2.803359021,0.11031476,8,8.15,8.125774125,10,4.983745393,0.881751735,1.371219552,0.11031476,18,0.45,0.910869565,6.347169569,0.99893283,2.312855977,8.568262628,12.97481472,3.278672421,12.694,67.70897686,32.29102314,21.748,526.2,3.475,0.952626571,11.79649123,58.71640912,60,14.08052518,96,9,-0.516454296,3.313303582,9.723,10.078,12.694,14.591,18.4844,OSBS-EAGERNEON,OSBS_41,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
1442,OSBS,OSBS_34_W.CSV,6.840851882,5.902114632,7.531578947,34.83495712,8.9867312,40,17.734,7.324525,8.1545,2.36375036,3.236430289,0.335135058,8,6.625,5.825177449,7,4.979197534,1.133804993,1.527711883,0.335135058,15,0.375,0.859210526,4.548902987,1.047372038,1.857932938,6.49016271,10.25582377,3.466117082,10.427,59.83674313,40.16325687,17.734,242.075,3.975,0.958855783,12.87851519,79.97941857,84,20.87723813,124,7,-0.818340515,3.218647962,5.9965,6.88,10.4255,13.31725,15.2067,OSBS-EAGERNEON,OSBS_34,2016,reference,,NA,managed,NA,ENF,,"Ordway-Swisher Biological Station, FL, USA",29.68,-81.99,20,1300,NA,NA,NA,NA
