,siteID,transect,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,projectID,plotID,year,description,disturbance,yearOfDisturbance,management,standAge,pft,notes,siteName,latitude,longitude,mat,map,xmin,ymin,xmax,ymax
123,BCI,yr2011BCI_16C_04E.CSV,10.1675777,3.093626885,10.45936979,9.570527304,10.62029448,60,26.744,13.42676667,12.9915,8,4.77E-16,8,8,10.93333333,4.091606401,12,6.077996015,3.533099492,1.125810019,3.317920875,0,0,0.724404762,273.6732695,12.84940014,10.41950985,4.39408762,6.178163059,3.89540735,4.833,0,100,26.744,249.7166667,4.866666667,0.796979169,14.66573168,72.98770875,74,18.12151909,133,10,-0.268162415,3.180042052,2.228,3.07,4.822,9.15,11.691,BCI-Schnitzer2019,BCI_16C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
310,BCI,yr2012BCI_4C_13E.csv,7.876224832,2.568769708,7.601657892,6.598577815,8.277893398,60,21.139,10.4457,9.6595,8,2.83E-16,8,8,8.35,3.123584425,8,6.0555081,3.309270442,1.220789389,3.087753969,0,0,0.658333333,104.2137754,7.228049578,7.208957946,3.70635079,4.439113682,2.80430928,3.352,0,100,21.139,330.8166667,3.95,0.689499031,11.69441729,71.956342,71,16.81640387,129,13,0.010356816,2.658944262,1.8588,2.29,3.351,5.912,8.594,BCI-Schnitzer2019,BCI_4C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
118,BCI,BCI_16C_01E.CSV,10.15006187,5.425432583,10.79763337,29.43531872,11.48775374,60,34.414,14.30365,12.3855,7.333333333,2.229742454,8,8,11.11666667,7.735219184,10.5,6.053613358,3.22469728,1.449192625,3.266556033,5,0.083333333,0.791428571,2177.057299,27.10441401,37.97904738,8.878016034,5.919862509,4.798358454,3.853,0.013155298,99.9868447,34.414,253.6,6.983333333,0.837400958,17.68473451,62.72179462,62,17.53574633,127,9,-0.025805208,2.717108075,1.728,2.529,3.853,8.85025,12.864,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
454,BCI,yr2013BCI_16C_01E.CSV,10.15006187,5.425432583,10.79763337,29.43531872,11.48775374,60,34.414,14.30365,12.3855,7.333333333,2.229742454,8,8,11.11666667,7.735219184,10.5,6.053613358,3.22469728,1.449192625,3.266556033,5,0.083333333,0.791428571,2177.057299,27.10441401,37.97904738,8.878016034,5.919862509,4.798358454,3.853,0.013155298,99.9868447,34.414,253.6,6.983333333,0.837400958,17.68473451,62.72179462,62,17.53574633,127,9,-0.025805208,2.717108075,1.728,2.529,3.853,8.85025,12.864,BCI-Schnitzer2019,BCI_16C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
473,BCI,yr2013BCI_1C_07W.CSV,9.671428863,3.783863344,9.207602978,14.31762181,10.37379058,60,29.056,13.12941667,11.9245,8,3.06E-16,8,8,10.6,5.755469028,10,6.047666755,3.199242535,1.017972142,2.966244806,0,0,0.752222222,758.487735,16.75425187,21.85824282,5.41260025,5.278475459,3.972565596,4.2045,0,100,29.056,274.5833333,4.783333333,0.821112413,15.76446346,65.0713765,65,16.78220411,125,9,-0.067756112,2.814835349,1.575,2.275,4.204,7.014,10.9844,BCI-Schnitzer2019,BCI_1C,2013,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
578,BCI,yr2011BCI_8HalfC_09E.CSV,10.74801898,3.002145293,10.36707998,9.012876361,11.15269356,60,25.976,14.04583333,13.478,8,3.47E-16,8,8,11.5,4.76035891,11,6.038723356,3.060319499,1.130786098,2.779178449,0,0,0.668518519,338.6268629,12.53700095,13.47035523,4.603710862,6.504298439,3.933763811,6.4035,0,100,25.976,224.3833333,4.7,0.805072209,16.34281666,74.34750929,76,17.97122174,144,10,-0.34187455,3.282704795,1.827,2.877,6.394,9.17,11.5676,BCI-Schnitzer2019,BCI_8Ha,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
410,BCI,yr2011BCI_13C_05E.CSV,7.546179567,4.27436832,7.692393132,18.27022453,8.655087916,60,18.386,9.659083333,10.211,6.666666667,3.006584112,8,8,7.983333333,5.179790149,8,6.03851009,2.681477486,1.478013101,2.803690586,10,0.166666667,0.642105263,110.9964049,7.462709305,7.436691111,5.317399936,5.47007753,3.460028833,4.511,0.015457145,99.98454285,18.386,215.8666667,3.416666667,0.895010564,14.37016575,74.33477589,75,15.40967401,127,16,-0.426733455,3.398354894,1.931,2.73675,4.508,7.181,10.9029,BCI-Schnitzer2019,BCI_13C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
144,BCI,BCI_13C_04_12_11_5e.CSV,8.896479522,2.725045806,7.990953047,7.425874646,9.297820064,60,18.386,11.41363333,10.996,8,4.63E-16,8,8,9.416666667,3.902592214,9,6.03851009,3.274978404,0.906204842,3.107992673,0,0,0.575438596,126.1162432,8.519355589,7.316886194,3.385591078,5.363227134,3.316763026,4.5175,0,100,18.386,261.8833333,3.616666667,0.832147794,13.99545943,74.06955414,75,15.01499356,127,16,-0.448116961,3.538998943,1.93,2.74,4.517,6.955,10.5516,BCI-Schnitzer2019,BCI_13C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
289,BCI,yr2012BCI_3R_05E.csv,13.47285618,3.441077221,12.95092396,11.84101244,13.89825585,60,30.607,16.77126667,15.8,8,3.06E-16,8,8,14.33333333,4.753826885,14,6.030251296,3.042071956,1.060972697,2.750874959,0,0,0.6921875,305.9332234,13.66098833,10.92294014,4.390537193,8.853376573,4.591973118,7.987,0,100,30.607,238.6833333,4.3,0.793640323,17.92747523,74.14131954,77,18.30635641,126,10,-0.548239803,3.307570605,3.139,5.177,7.984,12.666,14.59,BCI-Schnitzer2019,BCI_3R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
619,BCI,yr2012BCI_14R_13E.csv,9.733513168,3.470398571,9.50862318,12.04366624,10.32396324,60,25.246,12.74591667,13.1295,8,3.47E-16,8,8,10.33333333,5.094585583,9.5,6.028051578,3.421996591,1.094328417,3.203116753,0,0,0.720512821,356.2462461,12.44327773,14.19193734,4.671225921,5.925948444,3.867364399,4.854,0,100,27.979,238.4666667,5.433333333,0.84321392,15.33774407,66.82364463,68,16.12563573,126,7,-0.06792649,3.080925818,2.027,2.829,4.843,7.9595,11.58,BCI-Schnitzer2019,BCI_14R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
322,BCI,yr2013BCI_15R_03W.CSV,11.40137075,4.625542814,11.04833765,21.39564633,12.28943885,60,26.662,15.85305,15.9445,8,3.66E-16,8,8,12.11666667,6.676779054,11,6.022892354,3.567012298,1.107177879,3.545546475,0,0,0.7125,1190.635656,23.88182242,24.90570645,6.054076574,6.206272318,4.928275494,4.26,0.005171968,99.99482803,26.662,322.4666667,5.95,0.882538801,19.12361669,60.89784835,61,15.81761455,111,5,-0.093649475,2.805374296,1.9697,2.524,4.26,8.347,13.5586,BCI-Schnitzer2019,BCI_15R,2013,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
217,BCI,BCI_12C_04_12_11_13E_2.CSV,11.76430682,2.677888587,11.67637967,7.171087287,12.05532936,30,25.57,14.9969,14.2935,8,3.69E-16,8,8,13.36666667,5.142676972,13,6.02168631,3.113815326,1.163492625,2.96919724,0,0,0.654320988,528.5067315,15.2878143,17.16943405,4.46600662,7.191667027,3.554441515,6.571,0,100,25.57,278.0333333,3.966666667,0.759963171,15.89618816,78.55423566,80,16.95016019,130,14,-0.66594135,3.876936021,2.729,4.777,6.567,9.99,11.853,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
284,BCI,yr2012BCI_2R_11W.csv,8.248671808,5.997537511,9.134841552,35.9704562,10.16914624,60,31.013,12.07025,12.2895,6,3.493335058,8,8,9.166666667,7.746331372,9.5,6.01967956,2.218333549,1.593212504,2.29966618,15,0.25,0.786979167,907.0290006,18.26376869,23.94710324,9.30278891,5.913534746,3.996207901,5.065,0.021399529,99.97860047,31.013,233.8666667,5.55,0.875091083,17.74864721,73.10716324,74,19.2159388,141,13,-0.190189785,2.990961584,2.028,2.629,5.062,7.911,11.28,BCI-Schnitzer2019,BCI_2R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
681,BCI,yr2011BCI_8C_03E.CSV,12.43672782,3.485294343,12.16382895,12.14727666,12.90802157,60,24.722,15.58206667,15.7315,8,4.63E-16,8,8,13.33333333,4.583192088,13.5,6.017742576,3.23917408,1.184777551,2.970402428,0,0,0.667948718,282.4514318,13.32951859,10.23598388,4.323906998,8.33155674,4.516581093,7.838,0,100,27.87,204.95,4.316666667,0.878683295,18.04708098,76.66924455,78,17.36574006,140,12,-0.323264934,3.540777358,2.981,4.631,7.828,10.785,14.258,BCI-Schnitzer2019,BCI_8C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
787,BCI,yr2011BCI_7R_01E.CSV,9.102260653,3.165367276,8.296011714,10.01954999,9.628276403,60,26.123,13.37583333,12.519,8,3.66E-16,8,8,9.316666667,5.16996432,9,6.015545535,3.110915266,1.060778079,2.848083366,0,0,0.70617284,687.2463587,17.03889315,19.92291342,5.722970949,4.739282277,3.223093418,3.591,0,100,26.123,425.5666667,6.266666667,0.727946472,14.34025316,72.31965832,72,17.56893747,135,10,-0.102604051,2.788167501,2.031,2.54,3.5855,5.985,8.9652,BCI-Schnitzer2019,BCI_7R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
569,BCI,BCI_12C_03_29_12_3E.CSV,9.432956582,3.138381661,9.190432377,9.849439448,9.933073644,60,20.485,12.31063333,12.5305,8,4.17E-16,8,8,9.216666667,4.35731089,8.5,6.015131266,3.270414281,1.125367518,2.931299612,0,0,0.658730159,158.0321897,9.684997174,8.014550484,4.268759904,5.818678531,3.18264953,5.438,0,100,20.485,267.1166667,4.05,0.873316702,14.91129032,76.7940552,78,17.18177999,141,10,-0.142144436,3.196928276,2.286,3.445,5.435,7.216,10.4216,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
197,BCI,yr2011BCI_12C_08W.CSV,11.34955251,3.427219457,11.45418479,11.74583321,11.84746435,60,20.121,14.38546667,15.3855,8,3.66E-16,8,8,12.03333333,4.832680649,12.5,6.014379883,3.110142142,1.041269266,2.960562009,0,0,0.576984127,304.7521577,14.15353887,10.21907507,3.572214176,6.80583074,4.821014237,4.967,0,100,20.121,271.2,4.3,0.897765797,16.95547598,73.14385879,73,20.90883814,146,9,0.043309941,2.827245686,1.932,2.567,4.965,10.77,14.5308,BCI-Schnitzer2019,BCI_12C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
347,BCI,BCI_12C_04_12_11_8W.CSV,11.34955251,3.427219457,11.45418479,11.74583321,11.84746435,60,20.121,14.38546667,15.3855,8,3.66E-16,8,8,12.03333333,4.832680649,12.5,6.014379883,3.110142142,1.041269266,2.960562009,0,0,0.576984127,304.7521577,14.15353887,10.21907507,3.572214176,6.80583074,4.821014237,4.967,0,100,20.121,271.2,4.3,0.897765797,16.95547598,73.14385879,73,20.90883814,146,9,0.043309941,2.827245686,1.932,2.567,4.965,10.77,14.5308,BCI-Schnitzer2019,BCI_12C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
461,BCI,yr2011BCI_1C_06E.csv,6.653810318,4.519732946,7.746067632,20.42798591,8.022512775,60,17.064,8.4658,9.934,6,3.493335058,8,8,7.283333333,5.330092589,8,6.011692483,2.270562707,1.597885241,2.466158483,15,0.25,0.658333333,96.16175165,6.665374986,7.192671822,5.599647873,5.102789278,3.344891303,4.174,0.025976275,99.97402372,17.064,192.7,2.983333333,0.908225413,13.67215584,82.67105377,84,20.27904002,156,8,-0.20989464,2.912391605,1.929,2.29225,4.1675,7.18625,9.8607,BCI-Schnitzer2019,BCI_1C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
232,BCI,16C_00_00_E.CSV,7.721552668,3.716781093,7.404320988,13.8144617,8.554862084,55,34.414,15.53129091,12.586,6.402737357,2.355941618,7.629041456,8,6.127272727,4.635029847,4,5.998880663,3.022609698,1.58239797,2.794362755,1,0.018181818,0.778701299,640.4348876,17.00606885,18.74109148,8.141989394,5.919862509,4.798358454,3.853,10.95946579,89.04053421,34.414,310.6181818,6.8,0.823975265,17.7534729,62.72179462,62,17.53574633,127,9,-0.025805208,2.717108075,1.728,2.529,3.853,8.851,12.8646,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
789,BCI,yr2011BCI_7R_03W.CSV,8.32799907,2.641828322,8.23408688,6.979256885,8.730320982,60,21.151,11.256,11.203,8,2.59E-16,8,8,8.566666667,3.88986805,8,5.994011379,3.094881992,1.101657717,2.887148713,0,0,0.627272727,177.8698909,9.529205986,9.330815839,4.264085425,4.587919309,2.691818079,4.062,0,100,21.151,343.9166667,4.983333333,0.722489182,13.12426805,71.12030841,72,16.03154248,124,12,-0.197109825,2.871343735,1.937,2.465,4.061,5.933,8.006,BCI-Schnitzer2019,BCI_7R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
187,BCI,13C_60_15_W.CSV,8.77650716,3.121486933,8.586541235,9.743680671,9.305568267,55,17.427,11.70994545,11.566,7.586626834,1.033865863,8,8,9.381818182,4.656699312,9,5.990878825,3.064213992,1.015209465,2.938891696,0,0,0.555555556,118.9346888,8.711440803,6.560906027,3.203653033,5.656010301,3.404641453,5.286,1.737756714,98.26224329,17.427,310.9636364,2.890909091,0.865437914,14.15204678,68.45158985,70,16.91756373,128,7,-0.283557929,3.037447703,1.826,2.675,5.277,7.939,10.138,BCI-Schnitzer2019,BCI_13C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
631,BCI,yr2011BCI_4C_05E.CSV,8.66780997,2.888209369,8.324463403,8.341753362,9.128726845,60,24.691,11.601,11.817,8,3.27E-16,8,8,8.983333333,5.040485807,8,5.988844465,3.250487582,1.099525976,2.941080413,0,0,0.726923077,276.36514,10.84838091,12.59673655,4.288144306,5.072929487,3.068366525,3.811,0,100,24.691,230.4333333,4.4,0.793854012,13.37332351,70.44233693,71,16.62322747,125,12,-0.174356788,2.9534421,2.134,2.733,3.808,6.977,9.0985,BCI-Schnitzer2019,BCI_4C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
860,BCI,yr2011BCI_3R_05E.CSV,12.70357544,3.765409691,12.35930683,14.17831014,13.24095291,60,33.021,15.80173333,14.8075,8,3.47E-16,8,8,13.9,5.454589111,14,5.978762474,2.922377029,1.057225357,2.602080579,0,0,0.724019608,506.1115876,15.13925189,16.64075238,4.3192275,8.126160321,4.729523976,7.41,0,100,33.021,201.5833333,3.383333333,0.795307844,17.89875205,85.49710313,87,23.16645731,151,10,-0.327151804,2.801554131,2.237,4.167,7.406,12.0985,14.365,BCI-Schnitzer2019,BCI_3R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
127,BCI,BCI_16C_03_25_12_4E.CSV,10.38028202,2.752918901,10.73351219,7.578562478,10.73324312,60,23.383,14.02266667,13.411,8,2.31E-16,8,8,10.58333333,5.080009564,11.5,5.972902452,2.945392795,0.961831075,2.820261036,0,0,0.627777778,435.3990954,16.47445847,12.80590932,4.125888612,5.660656758,3.619473609,4.365,0,100,23.383,349.5333333,4.6,0.814535427,15.74052159,73.09031919,74,18.64121754,138,8,-0.20220609,2.942320756,1.98,2.884,4.359,7.78675,11.1858,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
382,BCI,yr2012BCI_16C_04E.csv,10.38028202,2.752918901,10.73351219,7.578562478,10.73324312,60,23.383,14.02266667,13.411,8,2.31E-16,8,8,10.58333333,5.080009564,11.5,5.972902452,2.945392795,0.961831075,2.820261036,0,0,0.627777778,435.3990954,16.47445847,12.80590932,4.125888612,5.660656758,3.619473609,4.365,0,100,23.383,349.5333333,4.6,0.814535427,15.74052159,73.09031919,74,18.64121754,138,8,-0.20220609,2.942320756,1.98,2.884,4.359,7.78675,11.1858,BCI-Schnitzer2019,BCI_16C,2012,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
786,BCI,yr2011BCI_6C_13E.CSV,8.040640229,5.198997914,8.259238837,27.02957931,9.551491067,60,31.127,10.8776,11.326,6.666666667,3.006584112,8,8,8.633333333,6.93056768,8,5.970314142,2.625597315,1.618632475,2.737367735,10,0.166666667,0.788541667,544.1619274,12.87915516,19.4496604,7.643479335,5.328235075,3.729237484,4.19,0.015483471,99.98451653,31.127,215.5,5.05,0.845869125,15.97248062,75.94093513,76,18.74942426,146,9,-0.136248026,3.014757243,1.985,2.8095,4.186,6.71625,10.6561,BCI-Schnitzer2019,BCI_6C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
768,BCI,yr2011BCI_5R_08W.CSV,9.684480333,4.865355905,9.391754662,23.67168808,10.819719,60,24.874,13.04005,13.66,7.333333333,2.229742454,8,8,10.08333333,6.700092756,8,5.967014353,2.762761338,1.234339003,2.662333045,5,0.083333333,0.707051282,619.0407917,16.29220037,18.80438775,6.855530788,6.085647657,4.171493404,4.477,0.007110353,99.99288965,24.874,234.6166667,5.416666667,0.890240301,18.22258093,79.68366041,80,19.53254396,149,10,-0.152213611,2.960087649,2.343,3.161,4.477,7.847,12.1284,BCI-Schnitzer2019,BCI_5R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
201,BCI,16C_60_25_W.CSV,10.88573551,3.529065149,11.09693682,12.45430083,11.43359508,55,23.734,15.76965455,13.958,7.545413971,1.11525819,8,8,11.10909091,5.814008394,12,5.958976392,3.00564486,1.179866617,2.836119112,0,0,0.650909091,581.0441629,17.70216494,16.36085326,4.395323623,7.039693147,4.61082378,5.744,1.107812613,98.89218739,23.734,251.3272727,2.854545455,0.878382293,18.08761187,70.96990775,73,17.81495652,134,9,-0.206455393,3.008793492,2.225,3.54,5.744,9.7085,12.9042,BCI-Schnitzer2019,BCI_16C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
739,BCI,yr2012BCI_9R_13E.csv,11.66218834,4.286259138,12.02405332,18.3720174,12.41259256,60,26.814,15.79128333,16.444,8,4.01E-16,8,8,12.45,5.944446204,12,5.957331206,2.964893353,1.275514167,2.724537832,0,0,0.656547619,472.025008,16.92121186,13.62709056,5.527143937,7.002573662,4.373231868,5.7505,0,100,26.814,251.8166667,4.933333333,0.888450397,20.18118446,66.78868574,68,17.38037695,133,9,-0.174989527,2.950933531,2.323,3.84,5.746,9.722,12.9418,BCI-Schnitzer2019,BCI_9R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
76,BCI,yr2011BCI_15R_02W.CSV,8.592409907,6.759929765,8.824204816,45.69665043,10.89791483,60,31.32,10.7687,11.291,6,3.493335058,8,8,10.01666667,8.432165346,11,5.956211844,2.607441215,1.830097901,2.720378188,15,0.25,0.795833333,746.7314977,13.40131372,23.81462341,8.511512041,7.069688324,5.312507268,5.481,0.028446804,99.9715532,31.32,175.9833333,4.383333333,0.894992183,18.38966012,79.50308261,80,21.61703738,151,10,-0.049318775,2.905811233,1.928,2.588,5.471,10.007,14.395,BCI-Schnitzer2019,BCI_15R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
313,BCI,yr2012BCI_5R_03W.csv,12.02963063,4.370588541,11.77185665,19.1020442,12.78654331,60,26.957,15.51605,17.1575,8,3.84E-16,8,8,13.75,5.976294981,14,5.949317582,3.123476328,1.016082809,3.042920151,0,0,0.686309524,555.3402873,18.34878825,14.78723291,5.277544779,7.089370808,4.931226609,5.48,0,100,26.957,221.85,4.566666667,0.863236751,18.51897046,77.77312378,80,21.71540666,145,12,-0.196641107,2.840776299,2.32,3.6495,5.478,9.3295,15.289,BCI-Schnitzer2019,BCI_5R,2012,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
690,BCI,yr2011BCI_8C_12W.CSV,7.670220411,4.480331573,8.281177137,20.07337101,8.864033843,60,18.099,9.786683333,10.5235,6.666666667,3.006584112,8,8,8.216666667,5.333271539,8,5.947639962,2.863365164,1.659979853,3.13373998,10,0.166666667,0.685087719,97.45225876,7.12420285,6.833592944,5.467551615,5.563752433,3.509389356,4.438,0.017376195,99.98262381,18.099,192.05,3.3,0.895867455,13.74730667,75.51077511,77,17.46038898,131,9,-0.227375681,2.899410746,2.226,3.027,4.41,6.972,10.3702,BCI-Schnitzer2019,BCI_8C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
267,BCI,yr2011BCI_11R_09E.CSV,10.49080678,3.748632705,10.45331037,14.05224716,11.12991779,60,28.717,13.98508333,14.686,8,3.47E-16,8,8,11.25,5.044295318,11,5.947403331,3.252431461,1.099369001,3.007125476,0,0,0.708888889,444.5384357,14.43379614,15.36892855,5.294291689,6.242503365,4.081872028,5.127,0,100,28.717,237.9833333,4.716666667,0.781915893,16.31855462,82.34480583,83,20.61157628,144,9,-0.12689791,2.947568412,2.267,3.232,5.122,7.8905,12.143,BCI-Schnitzer2019,BCI_11R,2011,treatment,liana removal,2011,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
415,BCI,yr2011BCI_13C_10W.CSV,8.375003223,5.53757388,7.927622241,30.66472447,10.01470542,60,29.977,11.72073333,11.464,6.666666667,3.006584112,8,8,9.05,7.028814785,8,5.94700568,2.69535306,1.597648469,2.775665001,10,0.166666667,0.800537634,874.4622445,17.3045016,23.97950102,8.153352109,5.412504442,3.914609399,4.376,0.016006403,99.9839936,29.977,208.4666667,5.65,0.872708184,16.66961366,74.63132202,75,18.12235879,132,12,-0.285760549,2.962180658,1.922,2.7245,4.374,6.272,10.5882,BCI-Schnitzer2019,BCI_13C,2011,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
256,BCI,BCI_13C_04_12_11_10W.CSV,10.72082141,4.626643,9.31272203,21.40582545,11.6612638,60,29.977,14.93403333,13.93,8,2.83E-16,8,8,11.83333333,6.641336058,12,5.94700568,3.100852497,1.184637766,2.894683772,0,0,0.72311828,1047.470435,21.88823713,23.8406273,6.959348077,5.905991493,4.218012708,4.815,0,100,29.977,270.5666667,6.516666667,0.843190941,18.92706772,75.16367672,76,19.00008832,151,12,-0.258477103,2.956939111,1.922,2.83,4.809,7.726,11.7514,BCI-Schnitzer2019,BCI_13C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
525,BCI,BCI_10C_04_01_12_13E.CSV,10.44097678,3.897554928,9.389471011,15.19093442,11.13336195,60,29.636,15.3016,12.8835,8,3.27E-16,8,8,11.75,6.673054849,10,5.945851861,3.014876192,1.113590112,2.860792311,0,0,0.708602151,1315.237432,24.3656738,26.86170829,7.045503016,5.378576201,3.753104689,4.436,0,100,29.636,326,5.633333333,0.801944663,17.70302519,68.98260603,71,17.03154945,144,11,-0.251849601,3.076036741,1.776,2.69425,4.429,7.0315,9.885,BCI-Schnitzer2019,BCI_10C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
535,BCI,BCI_10C_04_01_12_8W.CSV,11.57726519,5.141479917,11.29351968,26.43481573,12.65018991,60,39.104,17.19938333,15.1555,8,4.01E-16,8,8,11.85,8.67653176,10,5.945261887,3.024851814,1.286821828,2.638165915,0,0,0.750416667,2786.16193,32.05988166,41.93239699,8.90412491,5.86862369,4.64266659,4.32,0,100,39.104,337.4833333,6.066666667,0.810770689,20.75313783,68.88075707,68,18.10084764,132,10,-0.050087456,2.926223257,1.911,2.475,4.315,7.532,11.769,BCI-Schnitzer2019,BCI_10C,NA,control,,NA,unmanaged,NA,EBF,,"Barro Colorado Island, PA, PA",9.117,-79.852,30,2660,NA,NA,NA,NA
